Disposition,OffenderStatus,Offender_Race,Offender_Gender,Offender_Age,PersonType,Victim_Race,Victim_Gender,Victim_Age,Victim_Fatal_Status,Report Type,Category
CLOSED,ARRESTED,BLACK,MALE,51,VICTIM,BLACK,FEMALE,72,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,22,VICTIM,BLACK,FEMALE,19,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,BLACK,FEMALE,57,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,FEMALE,18,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,FEMALE,18,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,WHITE,MALE,82,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,34,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,32,VICTIM,WHITE,MALE,45,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,46,VICTIM,WHITE,MALE,46,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,46,VICTIM,WHITE,MALE,46,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,46,VICTIM,WHITE,MALE,44,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,46,VICTIM,WHITE,MALE,44,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,32,VICTIM,WHITE,MALE,45,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,19,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,FEMALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,FEMALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,FEMALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,36,VICTIM,WHITE,FEMALE,36,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,38,VICTIM,BLACK,FEMALE,83,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,38,VICTIM,BLACK,FEMALE,83,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,35,VICTIM,BLACK,MALE,36,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,35,VICTIM,BLACK,MALE,36,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,BLACK,FEMALE,43,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,21,VICTIM,BLACK,FEMALE,19,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,30,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,39,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,41,VICTIM,BLACK,FEMALE,35,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,38,VICTIM,WHITE,FEMALE,26,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,19,VICTIM,BLACK,FEMALE,17,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,FEMALE,24,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,17,VICTIM,BLACK,FEMALE,44,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,17,VICTIM,BLACK,FEMALE,18,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,60,VICTIM,WHITE,MALE,66,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,48,VICTIM,BLACK,MALE,68,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,48,VICTIM,BLACK,MALE,68,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,WHITE,FEMALE,42,VICTIM,BLACK,MALE,43,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,26,VICTIM,WHITE,MALE,25,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,34,VICTIM,BLACK,MALE,71,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,35,VICTIM,WHITE,MALE,51,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,35,VICTIM,BLACK,MALE,51,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,17,VICTIM,WHITE,MALE,50,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,18,VICTIM,WHITE,MALE,50,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,22,VICTIM,WHITE,MALE,41,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,WHITE,MALE,41,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,17,VICTIM,WHITE,MALE,27,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,17,VICTIM,WHITE,MALE,27,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,18,VICTIM,WHITE,MALE,27,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,48,VICTIM,WHITE,MALE,39,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,22,VICTIM,WHITE,MALE,39,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,WHITE,FEMALE,35,VICTIM,BLACK,MALE,17,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,29,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,29,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,29,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,29,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,29,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,45,VICTIM,BLACK,FEMALE,37,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,43,VICTIM,WHITE,FEMALE,34,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,WHITE,MALE,41,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,WHITE,MALE,61,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,33,VICTIM,BLACK,FEMALE,32,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,FEMALE,32,VICTIM,BLACK,MALE,28,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,22,VICTIM,BLACK,FEMALE,52,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,80,VICTIM,WHITE,MALE,55,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40,VICTIM,WHITE,FEMALE,45,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,40,VICTIM,WHITE,FEMALE,39,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,31,VICTIM,BLACK,FEMALE,29,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,54,VICTIM,BLACK,FEMALE,47,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,36,VICTIM,BLACK,MALE,54,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,WHITE,MALE,54,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,WHITE,MALE,54,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,WHITE,MALE,45,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,WHITE,MALE,18,VICTIM,WHITE,FEMALE,19,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,18,VICTIM,WHITE,FEMALE,19,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,44,VICTIM,WHITE,MALE,36,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,26,VICTIM,WHITE,MALE,42,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,26,VICTIM,WHITE,MALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,MALE,37,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,WHITE,MALE,32,VICTIM,BLACK,FEMALE,42,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,32,VICTIM,WHITE,MALE,53,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,40,VICTIM,WHITE,FEMALE,69,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,UNKNOWN,FEMALE,35,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,39,VICTIM,WHITE,FEMALE,67,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,WHITE,MALE,39,VICTIM,WHITE,FEMALE,26,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,22,VICTIM,BLACK,FEMALE,19,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,22,VICTIM,BLACK,FEMALE,19,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,22,VICTIM,BLACK,FEMALE,38,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,65,VICTIM,WHITE,MALE,65,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,68,VICTIM,WHITE,FEMALE,68,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,FEMALE,24,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,FEMALE,24,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,MALE,26,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,28,VICTIM,WHITE,FEMALE,23,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,28,VICTIM,WHITE,FEMALE,23,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,38,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,38,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,38,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,38,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,MALE,25,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,FEMALE,27,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,FEMALE,27,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,48,VICTIM,BLACK,FEMALE,39,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,BLACK,FEMALE,21,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,59,VICTIM,BLACK,MALE,72,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,59,VICTIM,BLACK,MALE,72,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,38,Non-fatal,Supplemental Report,Theft
OPEN,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,38,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,51,VICTIM,BLACK,FEMALE,51,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,MALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,32,VICTIM,WHITE,MALE,47,Fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,32,VICTIM,WHITE,MALE,47,Fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,MALE,47,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,61,VICTIM,WHITE,MALE,47,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,61,VICTIM,WHITE,FEMALE,40,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,37,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,FEMALE,52,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,65,VICTIM,BLACK,MALE,65,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,65,VICTIM,BLACK,MALE,65,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,60,VICTIM,BLACK,FEMALE,51,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,60,VICTIM,BLACK,FEMALE,51,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,65,VICTIM,BLACK,FEMALE,62,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,43,VICTIM,BLACK,FEMALE,42,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,FEMALE,18,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,33,VICTIM,BLACK,MALE,36,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,33,VICTIM,BLACK,MALE,36,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,30,VICTIM,BLACK,FEMALE,25,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,51,VICTIM,WHITE,FEMALE,50,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,38,VICTIM,WHITE,FEMALE,28,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,44,VICTIM,WHITE,MALE,61,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,38,VICTIM,BLACK,FEMALE,17,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,46,VICTIM,BLACK,MALE,61,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,46,VICTIM,BLACK,MALE,61,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,43,VICTIM,WHITE,MALE,27,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,FEMALE,30,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,MALE,17,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,FEMALE,24,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,51,VICTIM,BLACK,FEMALE,44,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,58,VICTIM,WHITE,MALE,41,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,51,VICTIM,BLACK,FEMALE,44,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,60,VICTIM,WHITE,FEMALE,50,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,16,VICTIM,BLACK,FEMALE,23,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,43,VICTIM,WHITE,MALE,41,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,43,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,43,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,43,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,FEMALE,45,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,FEMALE,45,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,WHITE,MALE,37,VICTIM,WHITE,MALE,44,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,37,VICTIM,WHITE,FEMALE,68,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,BLACK,FEMALE,33,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,13,VICTIM,WHITE,FEMALE,41,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,WHITE,MALE,59,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,FEMALE,30,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,MALE,29,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,MALE,29,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,15,VICTIM,BLACK,FEMALE,42,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,MALE,29,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,45,VICTIM,WHITE,FEMALE,37,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,43,VICTIM,BLACK,FEMALE,32,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,43,VICTIM,BLACK,FEMALE,32,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,62,VICTIM,WHITE,MALE,67,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,UNKNOWN,MALE,28,VICTIM,UNKNOWN,FEMALE,26,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,UNKNOWN,MALE,28,VICTIM,UNKNOWN,FEMALE,26,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,UNKNOWN,MALE,28,VICTIM,UNKNOWN,FEMALE,26,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,UNKNOWN,MALE,28,VICTIM,UNKNOWN,FEMALE,26,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,UNKNOWN,MALE,28,VICTIM,UNKNOWN,FEMALE,26,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,UNKNOWN,MALE,28,VICTIM,UNKNOWN,FEMALE,26,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,FEMALE,39,Non-fatal,Incident Report,Vandalism
OPEN,ARRESTED,BLACK,FEMALE,23,VICTIM,BLACK,FEMALE,25,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,25,VICTIM,BLACK,FEMALE,23,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,36,VICTIM,BLACK,MALE,20,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,64,VICTIM,BLACK,FEMALE,7,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,38,VICTIM,WHITE,MALE,34,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,38,VICTIM,WHITE,MALE,34,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,MALE,25,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,31,VICTIM,UNKNOWN,FEMALE,26,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,MALE,67,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,WHITE,MALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,39,VICTIM,BLACK,MALE,39,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,MALE,61,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,33,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,33,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,33,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,65,VICTIM,BLACK,MALE,62,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,65,VICTIM,BLACK,MALE,62,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,38,VICTIM,BLACK,FEMALE,27,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,FEMALE,40,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,FEMALE,40,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,BLACK,FEMALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,53,VICTIM,BLACK,FEMALE,48,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,60,VICTIM,WHITE,FEMALE,39,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,47,VICTIM,WHITE,FEMALE,39,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,37,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,38,VICTIM,WHITE,MALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,40,VICTIM,BLACK,MALE,48,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,ASIAN,MALE,57,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,FEMALE,38,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,31,VICTIM,WHITE,FEMALE,31,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,BLACK,MALE,32,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,BLACK,MALE,32,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,BLACK,MALE,15,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,17,VICTIM,BLACK,MALE,15,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,FEMALE,21,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,FEMALE,21,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,MALE,33,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,32,VICTIM,BLACK,FEMALE,29,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,36,VICTIM,WHITE,FEMALE,37,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,36,VICTIM,BLACK,MALE,48,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,36,VICTIM,BLACK,MALE,48,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,36,VICTIM,WHITE,FEMALE,29,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,23,VICTIM,WHITE,FEMALE,21,Non-fatal,Supplemental Report,Violence
